,Date,Value
980,2019-05-19,7265.05
981,2019-05-20,8193.7
982,2019-05-21,8007.03
983,2019-05-22,7952.5
984,2019-05-23,7625.93
985,2019-05-24,7880.29
986,2019-05-25,8003.26
987,2019-05-26,8071.45
988,2019-05-27,8744.42
989,2019-05-28,8770.06
990,2019-05-29,8719.88
991,2019-05-30,8662.98
992,2019-05-31,8272.46
993,2019-06-01,8553.81
994,2019-06-02,8554.8
995,2019-06-03,8739.03
996,2019-06-04,8134.92
997,2019-06-05,7675.8
998,2019-06-06,7786.04
999,2019-06-07,7803.23
1000,2019-06-08,7998.29
1001,2019-06-09,7931.34
1002,2019-06-10,7640.61
1003,2019-06-11,8020.38
1004,2019-06-12,7917.58
1005,2019-06-13,8173.06
1006,2019-06-14,8237.88
1007,2019-06-15,8693.6
1008,2019-06-16,8859.47
1009,2019-06-17,8978.99
1010,2019-06-18,9327.48
1011,2019-06-19,9076.18
1012,2019-06-20,9281.7
1013,2019-06-21,9531.35
1014,2019-06-22,10209.38
1015,2019-06-23,10668.63
1016,2019-06-24,10814.48
1017,2019-06-25,11017.5
1018,2019-06-26,11766.4
1019,2019-06-27,12932.55
1020,2019-06-28,11132.85
1021,2019-06-29,12374.35
1022,2019-06-30,11890.38
1023,2019-07-01,10737.73
1024,2019-07-02,10578.72
1025,2019-07-03,10805.4
1026,2019-07-04,11984.76
1027,2019-07-05,11160.49
1028,2019-07-06,10955.16
1029,2019-07-07,11232.04
1030,2019-07-08,11477.01
1031,2019-07-09,12313.08
1032,2019-07-10,12586.78
1033,2019-07-11,12099.9
1034,2019-07-12,11352.87
1035,2019-07-13,11803.97
1036,2019-07-14,11389.1
1037,2019-07-15,10186.96
1038,2019-07-16,10873.5
1039,2019-07-17,9397.72
1040,2019-07-18,9674.28
1041,2019-07-19,10638.56
1042,2019-07-20,10535.75
1043,2019-07-21,10764.9
1044,2019-07-22,10587.41
1045,2019-07-23,10323.62
1046,2019-07-24,9844.3
1047,2019-07-25,9772.17
1048,2019-07-26,9875.17
1049,2019-07-27,9848.65
1050,2019-07-28,9473.99
1051,2019-07-29,9530.0
1052,2019-07-30,9501.33
1053,2019-07-31,9589.13
1054,2019-08-01,10084.7
1055,2019-08-02,10407.17
1056,2019-08-03,10529.55
1057,2019-08-04,10814.57
1058,2019-08-05,10980.23
1059,2019-08-06,11787.99
1060,2019-08-07,11465.67
1061,2019-08-08,11960.82
1062,2019-08-09,11996.41
1063,2019-08-10,11856.64
1064,2019-08-11,11282.22
1065,2019-08-12,11566.84
1066,2019-08-13,11386.26
1067,2019-08-14,10858.12
1068,2019-08-15,10016.96
1069,2019-08-16,10302.17
1070,2019-08-17,10359.44
1071,2019-08-18,10214.52
1072,2019-08-19,10317.6
1073,2019-08-20,10917.26
1074,2019-08-21,10760.56
1075,2019-08-22,10129.4
1076,2019-08-23,10111.98
1077,2019-08-24,10405.81
1078,2019-08-25,10143.8
1079,2019-08-26,10135.06
1080,2019-08-27,10360.28
1081,2019-08-28,10171.95
1082,2019-08-29,9717.82
1083,2019-08-30,9484.55
1084,2019-08-31,9577.99
1085,2019-09-01,9600.9
1086,2019-09-02,9769.79
1087,2019-09-03,10386.64
1088,2019-09-04,10621.29
1089,2019-09-05,10584.16
1090,2019-09-06,10577.8
1091,2019-09-07,10317.47
1092,2019-09-08,10487.21
1093,2019-09-09,10406.31
1094,2019-09-10,10313.66
1095,2019-09-11,10101.03
1096,2019-09-12,10159.32
1097,2019-09-13,10420.16
1098,2019-09-14,10363.9
1099,2019-09-15,10361.33
1100,2019-09-16,10310.43
1101,2019-09-17,10265.63
1102,2019-09-18,10190.36
1103,2019-09-19,10157.59
1104,2019-09-20,10275.88
1105,2019-09-21,10173.11
1106,2019-09-22,9979.49
1107,2019-09-23,10033.05
1108,2019-09-24,9683.38
1109,2019-09-25,8553.61
1110,2019-09-26,8432.23
1111,2019-09-27,8055.64
1112,2019-09-28,8193.9
1113,2019-09-29,8225.0
1114,2019-09-30,8056.74
1115,2019-10-01,8307.74
1116,2019-10-02,8322.92
1117,2019-10-03,8382.03
1118,2019-10-04,8236.17
1119,2019-10-05,8155.48
1120,2019-10-06,8147.69
1121,2019-10-07,7869.74
1122,2019-10-08,8212.02
1123,2019-10-09,8190.0
1124,2019-10-10,8587.92
1125,2019-10-11,8586.9
1126,2019-10-12,8269.73
1127,2019-10-13,8308.01
1128,2019-10-14,8283.76
1129,2019-10-15,8353.54
1130,2019-10-16,8162.16
1131,2019-10-17,8002.51
1132,2019-10-18,8076.78
1133,2019-10-19,7954.15
1134,2019-10-20,7960.04
1135,2019-10-21,8231.06
1136,2019-10-22,8222.52
1137,2019-10-23,8026.76
1138,2019-10-24,7469.56
1139,2019-10-25,7431.88
1140,2019-10-26,8666.79
1141,2019-10-27,9259.8
1142,2019-10-28,9551.54
1143,2019-10-29,9218.76
1144,2019-10-30,9433.35
1145,2019-10-31,9164.62
1146,2019-11-01,9147.98
1147,2019-11-02,9252.99
1148,2019-11-03,9301.18
1149,2019-11-04,9206.16
1150,2019-11-05,9418.05
1151,2019-11-06,9310.19
1152,2019-11-07,9343.34
1153,2019-11-08,9204.24
1154,2019-11-09,8766.04
1155,2019-11-10,8809.41
1156,2019-11-11,9037.12
1157,2019-11-12,8717.81
1158,2019-11-13,8801.52
1159,2019-11-14,8762.42
1160,2019-11-15,8632.32
1161,2019-11-16,8457.69
1162,2019-11-17,8482.7
1163,2019-11-18,8503.93
1164,2019-11-19,8175.99
1165,2019-11-20,8120.8
1166,2019-11-21,8081.81
1167,2019-11-22,7617.07
1168,2019-11-23,7286.35
1169,2019-11-24,7324.03
1170,2019-11-25,6907.4
1171,2019-11-26,7130.25
1172,2019-11-27,7163.63
1173,2019-11-28,7523.83
1174,2019-11-29,7431.0
1175,2019-11-30,7757.47
1176,2019-12-01,7557.72
1177,2019-12-02,7402.69
1178,2019-12-03,7309.59
1179,2019-12-04,7296.77
1180,2019-12-05,7192.85
1181,2019-12-06,7395.97
1182,2019-12-07,7547.19
1183,2019-12-08,7504.83
1184,2019-12-09,7522.39
1185,2019-12-10,7337.42
1186,2019-12-11,7220.76
1187,2019-12-12,7202.31
1188,2019-12-13,7189.16
1189,2019-12-14,7251.87
1190,2019-12-15,7067.74
1191,2019-12-16,7111.14
1192,2019-12-17,6879.54
1193,2019-12-18,6612.12
1194,2019-12-19,7284.29
1195,2019-12-20,7150.86
1196,2019-12-21,7190.17
1197,2019-12-22,7143.2
1198,2019-12-23,7514.41
1199,2019-12-24,7322.08
1200,2019-12-25,7250.69
1201,2019-12-26,7192.72
1202,2019-12-27,7194.4
1203,2019-12-28,7243.93
1204,2019-12-29,7301.07
1205,2019-12-30,7385.36
1206,2019-12-31,7219.6
1207,2020-01-01,7168.31
1208,2020-01-02,7175.68
1209,2020-01-03,6944.33
1210,2020-01-04,7326.35
1211,2020-01-05,7347.89
1212,2020-01-06,7351.57
1213,2020-01-07,7759.24
1214,2020-01-08,8165.47
1215,2020-01-09,8042.65
1216,2020-01-10,7817.92
1217,2020-01-11,8184.66
1218,2020-01-12,8021.49
1219,2020-01-13,8173.97
1220,2020-01-14,8105.24
1221,2020-01-15,8842.42
1222,2020-01-16,8813.89
1223,2020-01-17,8722.03
1224,2020-01-18,8900.34
1225,2020-01-19,8910.85
1226,2020-01-20,8703.36
1227,2020-01-21,8626.47
1228,2020-01-22,8722.26
1229,2020-01-23,8658.94
1230,2020-01-24,8388.11
1231,2020-01-25,8428.17
1232,2020-01-26,8327.36
1233,2020-01-27,8588.42
1234,2020-01-28,8895.78
1235,2020-01-29,9385.69
1236,2020-01-30,9279.81
1237,2020-01-31,9502.37
1238,2020-02-01,9333.77
1239,2020-02-02,9378.09
1240,2020-02-03,9314.56
1241,2020-02-04,9162.14
1242,2020-02-05,9162.14
1243,2020-02-06,9614.9
1244,2020-02-07,9755.66
1245,2020-02-08,9807.54
1246,2020-02-09,9907.12
1247,2020-02-10,10162.41
1248,2020-02-11,9854.79
1249,2020-02-12,10275.38
1250,2020-02-13,10354.3
1251,2020-02-14,10242.43
1252,2020-02-15,10368.53
1253,2020-02-16,9904.17
1254,2020-02-17,9937.67
1255,2020-02-18,9703.93
1256,2020-02-19,10180.65
1257,2020-02-20,9604.72
1258,2020-02-21,9606.86
1259,2020-02-22,9696.58
1260,2020-02-23,9669.63
1261,2020-02-24,9989.39
1262,2020-02-25,9663.75
1263,2020-02-26,9309.15
1264,2020-02-27,8785.52
1265,2020-02-28,8804.72
1266,2020-02-29,8712.35
1267,2020-03-01,8534.17
1268,2020-03-02,8912.82
1269,2020-03-03,8912.82
1270,2020-03-04,8754.34
1271,2020-03-05,8758.9
1272,2020-03-06,9067.39
1273,2020-03-07,9155.89
1274,2020-03-08,8898.63
1275,2020-03-09,8039.38
1276,2020-03-10,7931.94
1277,2020-03-11,7885.46
1278,2020-03-12,7936.65
1279,2020-03-13,4830.21
1280,2020-03-14,5609.03
1281,2020-03-15,5166.26
1282,2020-03-16,5348.44
1283,2020-03-17,5026.35
1284,2020-03-18,5357.61
1285,2020-03-19,5410.23
1286,2020-03-20,6195.2
1287,2020-03-21,6226.44
1288,2020-03-22,6189.85
1289,2020-03-23,5822.62
1290,2020-03-24,6502.16
1291,2020-03-25,6768.49
1292,2020-03-26,6698.46
1293,2020-03-27,6763.75
1294,2020-03-28,6369.09
1295,2020-03-29,6260.95
1296,2020-03-30,5885.41
1297,2020-03-31,6405.29
1298,2020-04-01,6428.28
1299,2020-04-02,6652.87
1300,2020-04-03,6809.11
1301,2020-04-04,6741.67
1302,2020-04-05,6871.69
1303,2020-04-06,6777.44
1304,2020-04-07,7343.2
1305,2020-04-08,7205.55
1306,2020-04-09,7365.03
1307,2020-04-10,7293.69
1308,2020-04-11,6873.24
1309,2020-04-12,6891.6
1310,2020-04-13,6915.37
1311,2020-04-14,6857.66
1312,2020-04-15,6871.95
1313,2020-04-16,6623.8
1314,2020-04-17,7112.27
1315,2020-04-18,7034.89
1316,2020-04-19,7259.36
1317,2020-04-20,7130.04
1318,2020-04-21,6840.24
1319,2020-04-22,6852.52
1320,2020-04-23,7130.99
1321,2020-04-24,7477.6
1322,2020-04-25,7507.08
1323,2020-04-26,7549.52
1324,2020-04-27,7699.27
1325,2020-04-28,7790.66
1326,2020-04-29,7765.33
1327,2020-04-30,8777.63
1328,2020-05-01,8628.77
1329,2020-05-02,8824.66
1330,2020-05-03,8973.82
1331,2020-05-04,8903.95
1332,2020-05-05,8885.93
1333,2020-05-06,9030.96
1334,2020-05-07,9170.79
1335,2020-05-08,10002.48
1336,2020-05-09,9821.8
1337,2020-05-10,9527.39
1338,2020-05-11,8754.46
1339,2020-05-12,8617.25
1340,2020-05-13,8814.53
1341,2020-05-14,9305.93
1342,2020-05-15,9790.31
1343,2020-05-16,9303.59
1344,2020-05-17,9385.7
1345,2020-05-18,9669.4
1346,2020-05-19,9719.37
1347,2020-05-20,9785.74
1348,2020-05-21,9510.67
1349,2020-05-22,9057.57
1350,2020-05-23,9167.26
1351,2020-05-24,9178.32
1352,2020-05-25,8730.73
1353,2020-05-26,8899.66
1354,2020-05-27,8842.85
1355,2020-05-28,9197.54
1356,2020-05-29,9569.21
1357,2020-05-30,9425.98
1358,2020-05-31,9698.1
1359,2020-06-01,9450.84
1360,2020-06-02,10204.23
1361,2020-06-03,9525.57
1362,2020-06-04,9658.04
1363,2020-06-05,9794.56
1364,2020-06-06,9623.75
1365,2020-06-07,9670.43
1366,2020-06-08,9753.85
1367,2020-06-09,9782.59
1368,2020-06-10,9775.15
1369,2020-06-11,9892.13
1370,2020-06-12,9286.42
1371,2020-06-13,9459.97
1372,2020-06-14,9473.5
1373,2020-06-15,9330.07
1374,2020-06-16,9426.7
1375,2020-06-17,9526.0
1376,2020-06-18,9454.81
1377,2020-06-19,9380.03
1378,2020-06-20,9300.15
1379,2020-06-21,9357.43
1380,2020-06-22,9284.78
1381,2020-06-23,9691.9
1382,2020-06-24,9621.49
1383,2020-06-25,9276.58
1384,2020-06-26,9240.85
1385,2020-06-27,9154.45
1386,2020-06-28,9004.23
1387,2020-06-29,9127.47
1388,2020-06-30,9185.35
1389,2020-07-01,9133.97
1390,2020-07-02,9236.38
1391,2020-07-03,9087.98
1392,2020-07-04,9072.42
1393,2020-07-05,9131.31
1394,2020-07-06,9089.09
1395,2020-07-07,9348.91
1396,2020-07-08,9256.23
1397,2020-07-09,9440.07
1398,2020-07-10,9238.04
1399,2020-07-11,9287.4
1400,2020-07-12,9235.96
1401,2020-07-13,9295.9
1402,2020-07-14,9238.13
1403,2020-07-15,9254.52
1404,2020-07-16,9193.51
1405,2020-07-17,9131.0
1406,2020-07-18,9154.19
1407,2020-07-19,9174.71
1408,2020-07-20,9214.66
1409,2020-07-21,9163.87
1410,2020-07-22,9392.66
1411,2020-07-23,9537.4
1412,2020-07-24,9613.11
1413,2020-07-25,9551.28
1414,2020-07-26,9707.5
1415,2020-07-27,9938.83
1416,2020-07-28,11042.4
1417,2020-07-29,10934.94
1418,2020-07-30,11102.67
1419,2020-07-31,11114.93
1420,2020-08-01,11343.88
1421,2020-08-02,11823.69
1422,2020-08-03,11077.77
1423,2020-08-04,11242.57
1424,2020-08-05,11194.25
1425,2020-08-06,11750.28
1426,2020-08-07,11772.94
1427,2020-08-08,11605.6
1428,2020-08-09,11767.6
1429,2020-08-10,11684.06
1430,2020-08-11,11893.03
1431,2020-08-12,11392.43
1432,2020-08-13,11573.11
1433,2020-08-14,11777.43
1434,2020-08-15,11774.38
1435,2020-08-16,11873.98
1436,2020-08-17,11914.01
1437,2020-08-18,12293.72
1438,2020-08-19,11969.53
1439,2020-08-20,11734.0
1440,2020-08-21,11865.82
1441,2020-08-22,11522.8
1442,2020-08-23,11683.44
1443,2020-08-24,11653.02
1444,2020-08-25,11763.93
1445,2020-08-26,11337.4
1446,2020-08-27,11467.37
1447,2020-08-28,11302.01
1448,2020-08-29,11534.75
1449,2020-08-30,11481.64
1450,2020-08-31,11707.78
1451,2020-09-01,11659.57
1452,2020-09-02,11923.25
1453,2020-09-03,11397.44
1454,2020-09-04,10187.51
1455,2020-09-05,10467.89
1456,2020-09-06,10159.62
1457,2020-09-07,10254.93
1458,2020-09-08,10367.74
1459,2020-09-09,10121.52
1460,2020-09-10,10227.83
1461,2020-09-11,10352.66
1462,2020-09-12,10395.44
1463,2020-09-13,10446.44
1464,2020-09-14,10330.77
1465,2020-09-15,10674.64
1466,2020-09-16,10785.62
1467,2020-09-17,10948.43
1468,2020-09-18,10943.89
1469,2020-09-19,10931.79
1470,2020-09-20,11081.43
1471,2020-09-21,10919.65
1472,2020-09-22,10430.46
1473,2020-09-23,10532.22
1474,2020-09-24,10234.48
1475,2020-09-25,10732.43
1476,2020-09-26,10692.84
1477,2020-09-27,10732.4
1478,2020-09-28,10774.24
1479,2020-09-29,10692.33
1480,2020-09-30,10840.8
1481,2020-10-01,10777.92
1482,2020-10-02,10619.24
1483,2020-10-03,10575.06
1484,2020-10-04,10551.77
1485,2020-10-05,10673.46
1486,2020-10-06,10788.56
1487,2020-10-07,10603.74
1488,2020-10-08,10670.8
1489,2020-10-09,10923.3
1490,2020-10-10,11063.19
1491,2020-10-11,11302.67
1492,2020-10-12,11376.61
1493,2020-10-13,11540.04
1494,2020-10-14,11428.24
1495,2020-10-15,11431.32
1496,2020-10-16,11503.73
1497,2020-10-17,11327.57
1498,2020-10-18,11366.51
1499,2020-10-19,11508.2
1500,2020-10-20,11758.16
1501,2020-10-21,11925.46
1502,2020-10-22,12831.56
1503,2020-10-23,12990.25
1504,2020-10-24,12944.52
1505,2020-10-25,13128.46
1506,2020-10-26,13036.77
1507,2020-10-27,13076.37
1508,2020-10-28,13651.47
1509,2020-10-29,13289.0
1510,2020-10-30,13458.66
1511,2020-10-31,13564.72
1512,2020-11-01,13810.32
1513,2020-11-02,13758.88
1514,2020-11-03,13575.17
1515,2020-11-04,14023.31
1516,2020-11-05,14155.59
1517,2020-11-06,15591.39
1518,2020-11-07,15595.77
1519,2020-11-08,14839.84
1520,2020-11-09,15490.6
1521,2020-11-10,15328.53
1522,2020-11-11,15317.04
1523,2020-11-12,15708.65
1524,2020-11-13,16295.57
1525,2020-11-14,16339.33
1526,2020-11-15,16091.07
1527,2020-11-16,15968.16
1528,2020-11-17,16725.15
1529,2020-11-18,17679.72
1530,2020-11-19,17798.45
1531,2020-11-20,17820.57
1532,2020-11-21,18687.45
1533,2020-11-22,18699.75
1534,2020-11-23,18422.28
1535,2020-11-24,18398.91
1536,2020-11-25,19172.52
1537,2020-11-26,18739.8
1538,2020-11-27,17151.44
1539,2020-11-28,17138.87
1540,2020-11-29,17732.42
1541,2020-11-30,18191.6
1542,2020-12-01,19709.73
1543,2020-12-02,18792.52
1544,2020-12-03,19226.97
1545,2020-12-04,19454.54
1546,2020-12-05,18670.49
1547,2020-12-06,19155.06
1548,2020-12-07,19377.66
1549,2020-12-08,19181.41
1550,2020-12-09,18318.87
1551,2020-12-10,18554.15
1552,2020-12-11,18247.76
1553,2020-12-12,18029.36
1554,2020-12-13,18803.44
1555,2020-12-14,19164.48
1556,2020-12-15,19276.59
1557,2020-12-16,19439.75
1558,2020-12-17,21379.48
1559,2020-12-18,22847.46
1560,2020-12-19,23150.79
1561,2020-12-20,23869.92
1562,2020-12-21,23490.58
1563,2020-12-22,22745.48
1564,2020-12-23,23824.99
1565,2020-12-24,23253.37
1566,2020-12-25,23715.53
1567,2020-12-26,24693.58
1568,2020-12-27,26443.21
1569,2020-12-28,26246.58
1570,2020-12-29,27036.69
1571,2020-12-30,27376.37
1572,2020-12-31,28856.59
1573,2021-01-01,28982.56
1574,2021-01-02,29393.75
1575,2021-01-03,32195.46
1576,2021-01-04,33000.78
1577,2021-01-05,32035.03
1578,2021-01-06,34046.67
1579,2021-01-07,36860.41
1580,2021-01-08,39486.04
1581,2021-01-09,40670.25
1582,2021-01-10,40240.72
1583,2021-01-11,38240.09
1584,2021-01-12,35544.94
1585,2021-01-13,34011.82
1586,2021-01-14,37393.13
1587,2021-01-15,39158.47
1588,2021-01-16,36828.52
1589,2021-01-17,36065.2
1590,2021-01-18,35793.01
1591,2021-01-19,36632.35
1592,2021-01-20,36020.13
1593,2021-01-21,35538.98
1594,2021-01-22,30797.88
1595,2021-01-23,33002.38
1596,2021-01-24,32099.74
1597,2021-01-25,32276.84
1598,2021-01-26,32243.26
1599,2021-01-27,32541.8
1600,2021-01-28,30419.17
1601,2021-01-29,33403.17
1602,2021-01-30,34314.26
1603,2021-01-31,34318.1
1604,2021-02-01,33136.46
1605,2021-02-02,33522.9
1606,2021-02-03,35529.66
1607,2021-02-04,37676.25
1608,2021-02-05,37002.09
1609,2021-02-06,38278.61
1610,2021-02-07,39323.26
1611,2021-02-08,38928.1
1612,2021-02-09,46364.3
1613,2021-02-10,46589.58
1614,2021-02-11,44878.17
1615,2021-02-12,48013.38
1616,2021-02-13,47471.4
1617,2021-02-14,47185.19
1618,2021-02-15,48720.37
1619,2021-02-16,47951.85
1620,2021-02-17,49160.1
1621,2021-02-18,52118.23
1622,2021-02-19,51608.15
1623,2021-02-20,55916.5
1624,2021-02-21,56001.2
1625,2021-02-22,57487.86
1626,2021-02-23,54123.4
1627,2021-02-24,48880.43
1628,2021-02-25,50624.84
1629,2021-02-26,46800.42
1630,2021-02-27,46340.31
1631,2021-02-28,46155.87
1632,2021-03-01,45113.92
1633,2021-03-02,49618.43
1634,2021-03-03,48356.04
1635,2021-03-04,50477.7
1636,2021-03-05,48448.91
1637,2021-03-06,48861.38
1638,2021-03-07,48881.59
1639,2021-03-08,51169.7
1640,2021-03-09,52299.33
1641,2021-03-10,54881.52
1642,2021-03-11,55997.23
1643,2021-03-12,57764.0
1644,2021-03-13,57253.28
1645,2021-03-14,61258.73
1646,2021-03-15,59133.47
1647,2021-03-16,55754.72
1648,2021-03-17,56872.38
1649,2021-03-18,58913.0
1650,2021-03-19,57665.9
1651,2021-03-20,58075.1
1652,2021-03-21,58085.8
1653,2021-03-22,57411.17
1654,2021-03-23,54204.96
1655,2021-03-24,54477.46
1656,2021-03-25,52508.23
1657,2021-03-26,51415.92
1658,2021-03-27,55074.47
1659,2021-03-28,55863.93
1660,2021-03-29,55783.71
1661,2021-03-30,57627.67
1662,2021-03-31,58730.13
1663,2021-04-01,58735.25
1664,2021-04-02,58736.92
1665,2021-04-03,59031.32
1666,2021-04-04,57076.49
1667,2021-04-05,58206.55
1668,2021-04-06,59054.1
1669,2021-04-07,58020.46
1670,2021-04-08,55947.27
1671,2021-04-09,58048.59
1672,2021-04-10,58102.58
1673,2021-04-11,59774.0
1674,2021-04-12,59964.87
1675,2021-04-13,59834.74
1676,2021-04-14,63554.44
1677,2021-04-15,62969.12
1678,2021-04-16,63252.63
1679,2021-04-17,61455.98
1680,2021-04-18,60087.09
1681,2021-04-19,56251.48
1682,2021-04-20,55703.14
1683,2021-04-21,56507.91
1684,2021-04-22,53808.8
1685,2021-04-23,51731.71
1686,2021-04-24,51153.13
1687,2021-04-25,50110.53
1688,2021-04-26,49075.58
1689,2021-04-27,54056.64
1690,2021-04-28,55071.46
1691,2021-04-29,54884.1
1692,2021-04-30,53584.15
1693,2021-05-01,57796.62
1694,2021-05-02,57857.5
1695,2021-05-03,56610.46
1696,2021-05-04,57213.33
1697,2021-05-05,53241.72
1698,2021-05-06,57473.23
1699,2021-05-07,56428.16
1700,2021-05-08,57380.27
1701,2021-05-09,58928.81
1702,2021-05-10,58280.73
1703,2021-05-11,55883.5
1704,2021-05-12,56750.0
1705,2021-05-13,49007.09
1706,2021-05-14,49702.27
1707,2021-05-15,49922.52
1708,2021-05-16,46736.58
1709,2021-05-17,46441.64
1710,2021-05-18,43596.24
1711,2021-05-19,42912.19
1712,2021-05-20,36964.27
1713,2021-05-21,40784.32
1714,2021-05-22,37280.35
1715,2021-05-23,37528.3
1716,2021-05-24,34754.54
1717,2021-05-25,38728.59
1718,2021-05-26,38410.5
1719,2021-05-27,39266.04
1720,2021-05-28,38445.29
1721,2021-05-29,35689.62
1722,2021-05-30,34647.67
1723,2021-05-31,35684.59
1724,2021-06-01,37310.54
1725,2021-06-02,36662.64
1726,2021-06-03,37585.24
1727,2021-06-04,39188.59
1728,2021-06-05,36885.51
1729,2021-06-06,35530.38
1730,2021-06-07,35816.17
1731,2021-06-08,33514.87
1732,2021-06-09,33450.19
1733,2021-06-10,37338.36
1734,2021-06-11,36704.57
1735,2021-06-12,37313.18
1736,2021-06-13,35494.9
1737,2021-06-14,39066.82
1738,2021-06-15,40525.8
1739,2021-06-16,40188.56
1740,2021-06-17,38324.87
1741,2021-06-18,38068.04
1742,2021-06-19,35729.82
1743,2021-06-20,35524.17
1744,2021-06-21,35592.35
1745,2021-06-22,31686.55
1746,2021-06-23,32447.59
1747,2021-06-24,33674.66
1748,2021-06-25,34639.38
1749,2021-06-26,31640.58
1750,2021-06-27,32160.91
1751,2021-06-28,34644.45
1752,2021-06-29,34456.67
1753,2021-06-30,35847.7
1754,2021-07-01,35047.36
1755,2021-07-02,33536.88
1756,2021-07-03,33856.86
1757,2021-07-04,34688.98
1758,2021-07-05,35309.3
1759,2021-07-06,33747.97
1760,2021-07-07,34211.01
1761,2021-07-08,33839.04
1762,2021-07-09,32877.41
1763,2021-07-10,33818.52
1764,2021-07-11,33515.57
1765,2021-07-12,34227.64
1766,2021-07-13,33158.25
1767,2021-07-14,32686.56
1768,2021-07-15,32814.61
1769,2021-07-16,31738.59
1770,2021-07-17,31421.25
1771,2021-07-18,31520.66
1772,2021-07-19,31783.49
1773,2021-07-20,30815.94
1774,2021-07-21,29790.24
1775,2021-07-22,32118.06
1776,2021-07-23,32297.89
1777,2021-07-24,33581.63
1778,2021-07-25,34279.34
1779,2021-07-26,35365.2
1780,2021-07-27,37318.14
1781,2021-07-28,39405.95
1782,2021-07-29,40002.53
1783,2021-07-30,40005.93
1784,2021-07-31,42214.15
1785,2021-08-01,41659.06
1786,2021-08-02,40000.46
1787,2021-08-03,39193.94
1788,2021-08-04,38138.0
1789,2021-08-05,39750.14
1790,2021-08-06,40882.0
1791,2021-08-07,42825.95
1792,2021-08-08,44634.13
1793,2021-08-09,43816.14
1794,2021-08-10,46333.46
1795,2021-08-11,45608.37
1796,2021-08-12,45611.46
1797,2021-08-13,44417.78
1798,2021-08-14,47833.98
1799,2021-08-15,47112.19
1800,2021-08-16,47056.41
1801,2021-08-17,45982.55
1802,2021-08-18,44648.57
1803,2021-08-19,44777.86
1804,2021-08-20,46734.65
1805,2021-08-21,49327.75
1806,2021-08-22,48932.02
1807,2021-08-23,49335.68
1808,2021-08-24,49523.5
1809,2021-08-25,47744.58
1810,2021-08-26,48972.09
1811,2021-08-27,46962.8
1812,2021-08-28,49056.86
1813,2021-08-29,48897.65
1814,2021-08-30,48806.78
1815,2021-08-31,47074.77
1816,2021-09-01,47155.87
1817,2021-09-02,48862.76
1818,2021-09-03,49329.01
1819,2021-09-04,50035.33
1820,2021-09-05,49947.38
1821,2021-09-06,51769.06
1822,2021-09-07,52677.4
1823,2021-09-08,46809.17
1824,2021-09-09,46078.38
1825,2021-09-10,46368.69
